expert_id,case_id,side,expert_name,discipline,primary_issue,report_filename,deposition_taken,daubert_motion_filed,daubert_outcome,trial_testimony_given,jury_reliance_indicator
EXP-S2022-161-DF-0,C-2022-1001,them,Dr. Maria Taylor,industry_practices,valuation,expert_reports/C-2022-1001_DX_Expert_0.pdf,true,false,none,true,excluded_plaintiff_expert
EXP-S2022-161-PL-1,C-2022-1001,us,Dr. Robert Thomas,industry_practices,unjust_enrichment,expert_reports/C-2022-1001_PX_Expert_1.pdf,true,false,none,true,
EXP-S2022-162-PL-0,C-2022-1002,us,Dr. Robert Anderson,damages,misappropriation,expert_reports/C-2022-1002_PX_Expert_0.pdf,true,false,none,true,excluded_plaintiff_expert
EXP-S2022-163-DF-0,C-2022-1003,them,Dr. Linda Thomas,forensics,unjust_enrichment,expert_reports/C-2022-1003_DX_Expert_0.pdf,true,false,none,true,excluded_plaintiff_expert
EXP-S2022-163-PL-1,C-2022-1003,us,Dr. David White,industry_practices,apportionment,expert_reports/C-2022-1003_PX_Expert_1.pdf,true,true,granted_in_part,true,excluded_plaintiff_expert
EXP-S2022-164-PL-0,C-2022-1004,us,Dr. David Jackson,forensics,apportionment,expert_reports/C-2022-1004_PX_Expert_0.pdf,true,true,granted_in_part,true,limited_plaintiff_damages
EXP-S2022-165-DF-0,C-2022-1005,them,Dr. Patricia White,statistics,causation,expert_reports/C-2022-1005_DX_Expert_0.pdf,false,false,none,true,limited_plaintiff_damages
EXP-S2022-165-PL-1,C-2022-1005,us,Dr. Richard Martin,damages,lost_profits,expert_reports/C-2022-1005_PX_Expert_1.pdf,false,false,none,false,limited_plaintiff_damages
EXP-S2022-166-PL-0,C-2022-1006,us,Dr. Richard Harris,forensics,apportionment,expert_reports/C-2022-1006_PX_Expert_0.pdf,true,false,none,true,limited_plaintiff_damages
EXP-S2022-167-DF-0,C-2022-1007,them,Dr. Barbara Martin,industry_practices,causation,expert_reports/C-2022-1007_DX_Expert_0.pdf,true,false,none,true,relied_on_defense_industry
EXP-S2022-167-PL-1,C-2022-1007,us,Dr. Joseph Garcia,forensics,apportionment,expert_reports/C-2022-1007_PX_Expert_1.pdf,true,true,granted,true,
EXP-S2022-168-PL-0,C-2022-1008,us,Dr. Joseph Thompson,forensics,valuation,expert_reports/C-2022-1008_PX_Expert_0.pdf,true,false,none,false,excluded_plaintiff_expert
EXP-S2022-169-DF-0,C-2022-1009,them,Dr. Susan Garcia,forensics,unjust_enrichment,expert_reports/C-2022-1009_DX_Expert_0.pdf,true,true,granted,true,relied_on_plaintiff_damages
EXP-S2022-169-PL-1,C-2022-1009,us,Dr. Thomas Robinson,statistics,valuation,expert_reports/C-2022-1009_PX_Expert_1.pdf,false,false,none,true,mixed_weight
EXP-S2022-170-PL-0,C-2022-1010,us,Dr. Thomas Martinez,forensics,valuation,expert_reports/C-2022-1010_PX_Expert_0.pdf,false,true,denied,false,
EXP-S2022-171-DF-0,C-2022-1011,them,Dr. Jessica Robinson,industry_practices,lost_profits,expert_reports/C-2022-1011_DX_Expert_0.pdf,true,true,denied,true,limited_plaintiff_damages
EXP-S2022-171-PL-1,C-2022-1011,us,Dr. Charles Lewis,damages,misappropriation,expert_reports/C-2022-1011_PX_Expert_1.pdf,true,true,denied,true,relied_on_defense_technical
EXP-S2022-172-PL-0,C-2022-1012,us,Dr. Charles Clark,damages,valuation,expert_reports/C-2022-1012_PX_Expert_0.pdf,false,false,none,true,relied_on_defense_technical
EXP-S2022-173-DF-0,C-2022-1013,them,Dr. Karen Lewis,industry_practices,unjust_enrichment,expert_reports/C-2022-1013_DX_Expert_0.pdf,true,true,granted,true,mixed_weight
EXP-S2022-173-PL-1,C-2022-1013,us,Dr. Daniel Walker,statistics,misappropriation,expert_reports/C-2022-1013_PX_Expert_1.pdf,false,true,denied,true,relied_on_defense_industry
EXP-S2022-174-PL-0,C-2022-1014,us,Dr. Daniel Lee,forensics,valuation,expert_reports/C-2022-1014_PX_Expert_0.pdf,false,false,none,false,relied_on_defense_technical
EXP-S2022-175-DF-0,C-2022-1015,them,Dr. Nancy Walker,forensics,lost_profits,expert_reports/C-2022-1015_DX_Expert_0.pdf,true,true,none,true,
EXP-S2022-175-PL-1,C-2022-1015,us,Dr. Matthew Allen,industry_practices,misappropriation,expert_reports/C-2022-1015_PX_Expert_1.pdf,true,true,denied,true,relied_on_defense_technical
EXP-S2022-176-PL-0,C-2022-1016,us,Dr. Matthew Hall,statistics,valuation,expert_reports/C-2022-1016_PX_Expert_0.pdf,false,true,denied,false,
EXP-S2022-177-DF-0,C-2022-1017,them,Dr. Betty Allen,industry_practices,unjust_enrichment,expert_reports/C-2022-1017_DX_Expert_0.pdf,true,false,none,false,excluded_plaintiff_expert
EXP-S2022-177-PL-1,C-2022-1017,us,Dr. Anthony King,damages,valuation,expert_reports/C-2022-1017_PX_Expert_1.pdf,true,false,none,false,relied_on_defense_industry
EXP-S2022-178-PL-0,C-2022-1018,us,Dr. Anthony Young,industry_practices,misappropriation,expert_reports/C-2022-1018_PX_Expert_0.pdf,true,false,none,true,relied_on_plaintiff_damages
EXP-S2022-179-DF-0,C-2022-1019,them,Dr. Helen King,statistics,valuation,expert_reports/C-2022-1019_DX_Expert_0.pdf,true,false,none,true,relied_on_plaintiff_damages
EXP-S2022-179-PL-1,C-2022-1019,us,Dr. James Taylor,industry_practices,misappropriation,expert_reports/C-2022-1019_PX_Expert_1.pdf,false,true,granted,true,relied_on_defense_industry
EXP-S2023-180-PL-0,C-2023-1000,us,Dr. James Wilson,damages,lost_profits,expert_reports/C-2023-1000_PX_Expert_0.pdf,true,false,none,false,relied_on_plaintiff_damages
EXP-S2023-181-DF-0,C-2023-1001,them,Dr. Maria Taylor,damages,valuation,expert_reports/C-2023-1001_DX_Expert_0.pdf,true,true,granted,true,
EXP-S2023-181-PL-1,C-2023-1001,us,Dr. Robert Thomas,industry_practices,unjust_enrichment,expert_reports/C-2023-1001_PX_Expert_1.pdf,true,true,granted_in_part,false,mixed_weight
EXP-S2023-182-PL-0,C-2023-1002,us,Dr. Robert Anderson,industry_practices,lost_profits,expert_reports/C-2023-1002_PX_Expert_0.pdf,true,true,denied,true,excluded_plaintiff_expert
EXP-S2023-183-DF-0,C-2023-1003,them,Dr. Linda Thomas,forensics,lost_profits,expert_reports/C-2023-1003_DX_Expert_0.pdf,true,true,granted_in_part,true,relied_on_plaintiff_damages
EXP-S2023-183-PL-1,C-2023-1003,us,Dr. David White,damages,lost_profits,expert_reports/C-2023-1003_PX_Expert_1.pdf,true,true,denied,true,limited_plaintiff_damages
EXP-S2023-184-PL-0,C-2023-1004,us,Dr. David Jackson,damages,unjust_enrichment,expert_reports/C-2023-1004_PX_Expert_0.pdf,true,true,granted_in_part,true,relied_on_defense_industry
EXP-S2023-185-DF-0,C-2023-1005,them,Dr. Patricia White,statistics,apportionment,expert_reports/C-2023-1005_DX_Expert_0.pdf,true,false,none,false,relied_on_plaintiff_damages
EXP-S2023-185-PL-1,C-2023-1005,us,Dr. Richard Martin,statistics,lost_profits,expert_reports/C-2023-1005_PX_Expert_1.pdf,true,true,granted,true,excluded_plaintiff_expert
EXP-S2023-186-PL-0,C-2023-1006,us,Dr. Richard Harris,statistics,misappropriation,expert_reports/C-2023-1006_PX_Expert_0.pdf,true,false,none,true,
EXP-S2023-187-DF-0,C-2023-1007,them,Dr. Barbara Martin,forensics,causation,expert_reports/C-2023-1007_DX_Expert_0.pdf,true,false,none,true,limited_plaintiff_damages
EXP-S2023-187-PL-1,C-2023-1007,us,Dr. Joseph Garcia,forensics,apportionment,expert_reports/C-2023-1007_PX_Expert_1.pdf,true,true,none,true,mixed_weight
EXP-S2023-188-PL-0,C-2023-1008,us,Dr. Joseph Thompson,statistics,apportionment,expert_reports/C-2023-1008_PX_Expert_0.pdf,true,true,denied,true,relied_on_plaintiff_damages
EXP-S2023-189-DF-0,C-2023-1009,them,Dr. Susan Garcia,statistics,misappropriation,expert_reports/C-2023-1009_DX_Expert_0.pdf,false,true,granted,false,excluded_plaintiff_expert
EXP-S2023-189-PL-1,C-2023-1009,us,Dr. Thomas Robinson,damages,apportionment,expert_reports/C-2023-1009_PX_Expert_1.pdf,true,true,granted,true,mixed_weight
EXP-S2023-190-PL-0,C-2023-1010,us,Dr. Thomas Martinez,statistics,causation,expert_reports/C-2023-1010_PX_Expert_0.pdf,true,false,none,true,mixed_weight
EXP-S2023-191-DF-0,C-2023-1011,them,Dr. Jessica Robinson,forensics,lost_profits,expert_reports/C-2023-1011_DX_Expert_0.pdf,true,false,none,true,
EXP-S2023-191-PL-1,C-2023-1011,us,Dr. Charles Lewis,forensics,unjust_enrichment,expert_reports/C-2023-1011_PX_Expert_1.pdf,true,true,granted,false,relied_on_defense_technical
EXP-S2023-192-PL-0,C-2023-1012,us,Dr. Charles Clark,damages,misappropriation,expert_reports/C-2023-1012_PX_Expert_0.pdf,false,true,denied,false,mixed_weight
EXP-S2023-193-DF-0,C-2023-1013,them,Dr. Karen Lewis,statistics,unjust_enrichment,expert_reports/C-2023-1013_DX_Expert_0.pdf,true,true,granted,true,limited_plaintiff_damages
EXP-S2023-193-PL-1,C-2023-1013,us,Dr. Daniel Walker,statistics,unjust_enrichment,expert_reports/C-2023-1013_PX_Expert_1.pdf,true,true,denied,false,
EXP-S2023-194-PL-0,C-2023-1014,us,Dr. Daniel Lee,forensics,causation,expert_reports/C-2023-1014_PX_Expert_0.pdf,true,true,denied,true,limited_plaintiff_damages
EXP-S2023-195-DF-0,C-2023-1015,them,Dr. Nancy Walker,forensics,valuation,expert_reports/C-2023-1015_DX_Expert_0.pdf,true,true,granted,true,mixed_weight
EXP-S2023-195-PL-1,C-2023-1015,us,Dr. Matthew Allen,industry_practices,causation,expert_reports/C-2023-1015_PX_Expert_1.pdf,false,false,none,true,limited_plaintiff_damages
EXP-S2023-196-PL-0,C-2023-1016,us,Dr. Matthew Hall,damages,causation,expert_reports/C-2023-1016_PX_Expert_0.pdf,false,false,none,true,excluded_plaintiff_expert
EXP-S2023-197-DF-0,C-2023-1017,them,Dr. Betty Allen,industry_practices,unjust_enrichment,expert_reports/C-2023-1017_DX_Expert_0.pdf,false,true,denied,true,limited_plaintiff_damages
EXP-S2023-197-PL-1,C-2023-1017,us,Dr. Anthony King,damages,causation,expert_reports/C-2023-1017_PX_Expert_1.pdf,true,true,granted,true,excluded_plaintiff_expert
EXP-S2023-198-PL-0,C-2023-1018,us,Dr. Anthony Young,forensics,valuation,expert_reports/C-2023-1018_PX_Expert_0.pdf,true,true,none,true,limited_plaintiff_damages
EXP-S2023-199-DF-0,C-2023-1019,them,Dr. Helen King,statistics,causation,expert_reports/C-2023-1019_DX_Expert_0.pdf,false,false,none,false,excluded_plaintiff_expert
EXP-S2023-199-PL-1,C-2023-1019,us,Dr. James Taylor,damages,unjust_enrichment,expert_reports/C-2023-1019_PX_Expert_1.pdf,true,true,granted_in_part,true,relied_on_defense_technical
EXP-S2024-200-PL-0,C-2024-1000,us,Dr. James Wilson,industry_practices,lost_profits,expert_reports/C-2024-1000_PX_Expert_0.pdf,true,true,none,false,relied_on_defense_industry
EXP-S2024-201-DF-0,C-2024-1001,them,Dr. Maria Taylor,statistics,lost_profits,expert_reports/C-2024-1001_DX_Expert_0.pdf,true,false,none,true,relied_on_plaintiff_damages
EXP-S2024-201-PL-1,C-2024-1001,us,Dr. Robert Thomas,forensics,lost_profits,expert_reports/C-2024-1001_PX_Expert_1.pdf,true,true,denied,false,limited_plaintiff_damages
EXP-S2024-202-PL-0,C-2024-1002,us,Dr. Robert Anderson,damages,unjust_enrichment,expert_reports/C-2024-1002_PX_Expert_0.pdf,true,false,none,false,relied_on_defense_industry
EXP-S2024-203-DF-0,C-2024-1003,them,Dr. Linda Thomas,statistics,apportionment,expert_reports/C-2024-1003_DX_Expert_0.pdf,true,true,none,true,
EXP-S2024-203-PL-1,C-2024-1003,us,Dr. David White,industry_practices,misappropriation,expert_reports/C-2024-1003_PX_Expert_1.pdf,true,true,none,true,limited_plaintiff_damages
EXP-S2024-204-PL-0,C-2024-1004,us,Dr. David Jackson,forensics,misappropriation,expert_reports/C-2024-1004_PX_Expert_0.pdf,true,false,none,false,mixed_weight
EXP-S2024-205-DF-0,C-2024-1005,them,Dr. Patricia White,statistics,unjust_enrichment,expert_reports/C-2024-1005_DX_Expert_0.pdf,false,true,denied,true,
EXP-S2024-205-PL-1,C-2024-1005,us,Dr. Richard Martin,forensics,valuation,expert_reports/C-2024-1005_PX_Expert_1.pdf,true,true,granted_in_part,false,mixed_weight
EXP-S2024-206-PL-0,C-2024-1006,us,Dr. Richard Harris,statistics,misappropriation,expert_reports/C-2024-1006_PX_Expert_0.pdf,true,true,granted_in_part,true,relied_on_plaintiff_damages
EXP-S2024-207-DF-0,C-2024-1007,them,Dr. Barbara Martin,damages,unjust_enrichment,expert_reports/C-2024-1007_DX_Expert_0.pdf,true,true,granted,false,mixed_weight
EXP-S2024-207-PL-1,C-2024-1007,us,Dr. Joseph Garcia,industry_practices,unjust_enrichment,expert_reports/C-2024-1007_PX_Expert_1.pdf,false,false,none,false,relied_on_defense_technical
EXP-S2024-208-PL-0,C-2024-1008,us,Dr. Joseph Thompson,damages,causation,expert_reports/C-2024-1008_PX_Expert_0.pdf,true,true,granted,false,limited_plaintiff_damages
EXP-S2024-209-DF-0,C-2024-1009,them,Dr. Susan Garcia,forensics,lost_profits,expert_reports/C-2024-1009_DX_Expert_0.pdf,true,true,granted,true,relied_on_plaintiff_damages
EXP-S2024-209-PL-1,C-2024-1009,us,Dr. Thomas Robinson,statistics,unjust_enrichment,expert_reports/C-2024-1009_PX_Expert_1.pdf,true,true,granted,false,limited_plaintiff_damages
EXP-S2024-210-PL-0,C-2024-1010,us,Dr. Thomas Martinez,statistics,misappropriation,expert_reports/C-2024-1010_PX_Expert_0.pdf,true,true,granted_in_part,true,
EXP-S2024-211-DF-0,C-2024-1011,them,Dr. Jessica Robinson,forensics,causation,expert_reports/C-2024-1011_DX_Expert_0.pdf,true,true,denied,true,excluded_plaintiff_expert
EXP-S2024-211-PL-1,C-2024-1011,us,Dr. Charles Lewis,industry_practices,misappropriation,expert_reports/C-2024-1011_PX_Expert_1.pdf,true,true,granted_in_part,true,limited_plaintiff_damages
EXP-S2024-212-PL-0,C-2024-1012,us,Dr. Charles Clark,damages,misappropriation,expert_reports/C-2024-1012_PX_Expert_0.pdf,true,false,none,true,mixed_weight
EXP-S2024-213-DF-0,C-2024-1013,them,Dr. Karen Lewis,industry_practices,unjust_enrichment,expert_reports/C-2024-1013_DX_Expert_0.pdf,true,true,granted,true,limited_plaintiff_damages
EXP-S2024-213-PL-1,C-2024-1013,us,Dr. Daniel Walker,forensics,unjust_enrichment,expert_reports/C-2024-1013_PX_Expert_1.pdf,true,false,none,false,relied_on_plaintiff_damages
EXP-S2024-214-PL-0,C-2024-1014,us,Dr. Daniel Lee,statistics,unjust_enrichment,expert_reports/C-2024-1014_PX_Expert_0.pdf,false,false,none,true,excluded_plaintiff_expert
EXP-S2024-215-DF-0,C-2024-1015,them,Dr. Nancy Walker,industry_practices,causation,expert_reports/C-2024-1015_DX_Expert_0.pdf,true,true,granted_in_part,true,mixed_weight
EXP-S2024-215-PL-1,C-2024-1015,us,Dr. Matthew Allen,industry_practices,causation,expert_reports/C-2024-1015_PX_Expert_1.pdf,true,true,granted,true,relied_on_plaintiff_damages
EXP-S2024-216-PL-0,C-2024-1016,us,Dr. Matthew Hall,forensics,valuation,expert_reports/C-2024-1016_PX_Expert_0.pdf,true,true,denied,false,relied_on_defense_industry
EXP-S2024-217-DF-0,C-2024-1017,them,Dr. Betty Allen,damages,apportionment,expert_reports/C-2024-1017_DX_Expert_0.pdf,false,false,none,true,
EXP-S2024-217-PL-1,C-2024-1017,us,Dr. Anthony King,forensics,unjust_enrichment,expert_reports/C-2024-1017_PX_Expert_1.pdf,true,true,denied,true,mixed_weight
EXP-S2024-218-PL-0,C-2024-1018,us,Dr. Anthony Young,forensics,lost_profits,expert_reports/C-2024-1018_PX_Expert_0.pdf,false,true,granted,true,
EXP-S2024-219-DF-0,C-2024-1019,them,Dr. Helen King,damages,valuation,expert_reports/C-2024-1019_DX_Expert_0.pdf,true,true,granted,true,
EXP-S2024-219-PL-1,C-2024-1019,us,Dr. James Taylor,industry_practices,valuation,expert_reports/C-2024-1019_PX_Expert_1.pdf,true,true,granted_in_part,true,excluded_plaintiff_expert
