case_id,docket_number,court_name,jurisdiction_type,judge_name,filed_date,trial_date,case_type,industry_sector,our_role,opposing_firm_name,opposing_lead_counsel,our_lead_counsel,resolved_via,verdict_for,total_damages_claimed,damages_awarded,pi_motion_outcome,summary_judgment_outcome,trade_secret_profile,appeal_flag,appeal_outcome
C-2021-1000,1:21-cv-1000,D. Mass.,federal,Hon. Robert T. Hayes,2021-11-16,2025-09-03,trade_secret_misappropriation,cloud_infrastructure,plaintiff,Vance & Webb,"David Vance",Daniel Cho,trial_verdict,pending,30507041,5175883,denied,granted,autoscaling_strategies,false,
C-2021-1001,1:21-cv-1001,W.D. Wash.,federal,Hon. Megan L. Chu,2021-10-28,2025-06-05,trade_secret_misappropriation,enterprise_software,plaintiff,Hartley King & Cole,"Julia Hartley",Daniel Cho,trial_verdict,mixed,82512154,4671735,granted_in_part,granted,content_recommendation_models,false,
C-2021-1002,1:21-cv-1002,S.D. Tex.,federal,Hon. Carlos M. Ortiz,2021-06-08,,trade_secret_misappropriation,streaming_media,plaintiff,Merritt Shaw LLP,"Sarah Merritt",Priya Natarajan,trial_verdict,us,55417669,16275240,denied,granted,autoscaling_strategies,true,remanded_for_settlement_approval
C-2021-1003,1:21-cv-1003,E.D. Tex.,federal,Hon. Carlos M. Ortiz,2021-02-14,,trade_secret_misappropriation,streaming_media,plaintiff,Ridgeway & Stone,"Peter Ridgeway",Priya Natarajan,summary_judgment,them,145586967,0,denied,denied,source_code; customer_segments,false,
C-2021-1004,1:21-cv-1004,N.D. Cal.,federal,Hon. Rebecca L. Ames,2021-07-04,2024-10-26,trade_secret_misappropriation,oilfield_services,plaintiff,Hartley King & Cole,"Julia Hartley",Daniel Cho,trial_verdict,them,105517870,0,granted,granted_in_part,pricing_signals_engine,false,
C-2021-1005,1:21-cv-1005,D. Del.,federal,Hon. Samuel J. Kerr,2021-05-11,2023-10-18,trade_secret_misappropriation,enterprise_software,plaintiff,Brighton & Cole,"Mark Hastings",Priya Natarajan,settlement,us,76056529,17471825,granted_in_part,denied,lookalike_model_features,true,remanded_for_settlement_approval
C-2021-1006,1:21-cv-1006,S.D.N.Y.,federal,Hon. Angela P. Rivera,2021-06-04,2025-04-06,trade_secret_misappropriation,developer_tools,plaintiff,Brighton & Cole,"Mark Hastings",Michael Lee,pretrial_dismissal,them,113104716,0,denied,granted_in_part,content_recommendation_models,false,
C-2021-1007,1:21-cv-1007,N.D. Ill.,federal,Hon. Lisa K. Monroe,2021-09-28,2024-06-05,trade_secret_misappropriation,oilfield_services,plaintiff,Ridgeway & Stone,"Peter Ridgeway",Michael Lee,trial_verdict,us,57154181,10346869,granted_in_part,granted,usage_analytics_schema,false,
C-2021-1008,1:21-cv-1008,C.D. Cal.,federal,Hon. Evelyn S. Park,2021-10-01,2023-03-23,trade_secret_misappropriation,enterprise_software,plaintiff,Vance & Webb,"David Vance",Priya Natarajan,settlement,them,56950878,0,granted,denied,manufacturing_process_controls,false,
C-2021-1009,1:21-cv-1009,D. Mass.,federal,Hon. Robert T. Hayes,2021-10-15,,trade_secret_misappropriation,semiconductors,plaintiff,Ridgeway & Stone,"Peter Ridgeway",Priya Natarajan,summary_judgment,mixed,43371944,4810569,granted_in_part,granted,manufacturing_process_controls,true,settled_without_admission
C-2021-1010,1:21-cv-1010,W.D. Wash.,federal,Hon. Megan L. Chu,2021-06-11,,trade_secret_misappropriation,semiconductors,plaintiff,Donovan Grant LLP,"Claire Donovan; Oliver Grant",Priya Natarajan,summary_judgment,us,107710185,24230298,granted_in_part,granted_in_part,lookalike_model_features,false,
C-2021-1011,1:21-cv-1011,S.D. Tex.,federal,Hon. Carlos M. Ortiz,2021-05-19,2024-09-16,trade_secret_misappropriation,streaming_media,plaintiff,Hartley King & Cole,"Julia Hartley",Michael Lee,trial_verdict,pending,139371145,5688675,granted,granted,risk_stratification_models,false,
C-2021-1012,1:21-cv-1012,E.D. Tex.,federal,Hon. Carlos M. Ortiz,2021-04-03,2023-03-15,trade_secret_misappropriation,streaming_media,plaintiff,Hartley King & Cole,"Julia Hartley",Priya Natarajan,pretrial_dismissal,mixed,22039314,2068073,denied,granted_in_part,source_code; customer_segments,false,
C-2021-1013,1:21-cv-1013,N.D. Cal.,federal,Hon. Rebecca L. Ames,2021-03-23,,trade_secret_misappropriation,biotech,plaintiff,Hartley King & Cole,"Julia Hartley",Priya Natarajan,summary_judgment,mixed,90361498,7425880,denied,denied,source_code; customer_segments,false,
C-2021-1014,1:21-cv-1014,D. Del.,federal,Hon. Samuel J. Kerr,2021-09-01,2025-07-23,trade_secret_misappropriation,developer_tools,plaintiff,Vance & Webb,"David Vance",Michael Lee,summary_judgment,them,146649946,0,granted_in_part,denied,pricing_signals_engine,false,
C-2021-1015,1:21-cv-1015,S.D.N.Y.,federal,Hon. Angela P. Rivera,2021-05-26,,trade_secret_misappropriation,adtech,plaintiff,Ridgeway & Stone,"Peter Ridgeway",Michael Lee,pretrial_dismissal,us,126704749,27651604,denied,denied,autoscaling_strategies,true,remanded_for_settlement_approval
C-2021-1016,1:21-cv-1016,N.D. Ill.,federal,Hon. Lisa K. Monroe,2021-08-04,2023-09-01,trade_secret_misappropriation,developer_tools,plaintiff,Hartley King & Cole,"Julia Hartley",Priya Natarajan,trial_verdict,us,140678197,26566202,granted_in_part,denied,autoscaling_strategies,false,
C-2021-1017,1:21-cv-1017,C.D. Cal.,federal,Hon. Evelyn S. Park,2021-07-09,,trade_secret_misappropriation,logistics,plaintiff,Hartley King & Cole,"Julia Hartley",Priya Natarajan,summary_judgment,them,139792839,0,granted_in_part,denied,lookalike_model_features,false,
C-2021-1018,1:21-cv-1018,D. Mass.,federal,Hon. Robert T. Hayes,2021-12-15,2025-11-05,trade_secret_misappropriation,developer_tools,plaintiff,Vance & Webb,"David Vance",Michael Lee,trial_verdict,mixed,100506768,11784336,granted_in_part,denied,manufacturing_process_controls,false,
C-2021-1019,1:21-cv-1019,W.D. Wash.,federal,Hon. Megan L. Chu,2021-12-09,2024-12-27,trade_secret_misappropriation,developer_tools,plaintiff,Hartley King & Cole,"Julia Hartley",Priya Natarajan,pretrial_dismissal,them,134813580,0,granted,granted,lookalike_model_features,true,affirmed
C-2022-1000,1:22-cv-1000,S.D. Tex.,federal,Hon. Carlos M. Ortiz,2022-11-20,2026-07-23,trade_secret_misappropriation,logistics,plaintiff,Ridgeway & Stone,"Peter Ridgeway",Priya Natarajan,summary_judgment,mixed,140168773,7260672,denied,granted,usage_analytics_schema,true,affirmed
C-2022-1001,1:22-cv-1001,E.D. Tex.,federal,Hon. Carlos M. Ortiz,2022-09-27,,trade_secret_misappropriation,developer_tools,plaintiff,Ridgeway & Stone,"Peter Ridgeway",Daniel Cho,settlement,mixed,83868305,7653900,granted,granted,autoscaling_strategies,false,
C-2022-1002,1:22-cv-1002,N.D. Cal.,federal,Hon. Rebecca L. Ames,2022-08-23,2024-10-04,trade_secret_misappropriation,adtech,plaintiff,Ridgeway & Stone,"Peter Ridgeway",Daniel Cho,trial_verdict,mixed,134847736,20741790,denied,denied,pricing_signals_engine,true,appeal_pending
C-2022-1003,1:22-cv-1003,D. Del.,federal,Hon. Samuel J. Kerr,2022-11-01,2024-05-27,trade_secret_misappropriation,enterprise_software,plaintiff,Hartley King & Cole,"Julia Hartley",Priya Natarajan,pretrial_dismissal,pending,51693783,5951181,granted_in_part,granted,lookalike_model_features,true,partially_reversed
C-2022-1004,1:22-cv-1004,S.D.N.Y.,federal,Hon. Angela P. Rivera,2022-01-20,2025-12-07,trade_secret_misappropriation,enterprise_software,plaintiff,Vance & Webb,"David Vance",Daniel Cho,summary_judgment,pending,136850578,26696733,granted,denied,routing_optimization_engine,true,appeal_pending
C-2022-1005,1:22-cv-1005,N.D. Ill.,federal,Hon. Lisa K. Monroe,2022-10-21,,trade_secret_misappropriation,developer_tools,plaintiff,Brighton & Cole,"Mark Hastings",Daniel Cho,trial_verdict,them,135589661,0,denied,granted,risk_stratification_models,false,
C-2022-1006,1:22-cv-1006,C.D. Cal.,federal,Hon. Evelyn S. Park,2022-09-03,2025-11-21,trade_secret_misappropriation,healthcare_analytics,plaintiff,Brighton & Cole,"Mark Hastings",Daniel Cho,trial_verdict,them,144281490,0,granted,denied,routing_optimization_engine,true,appeal_pending
C-2022-1007,1:22-cv-1007,D. Mass.,federal,Hon. Robert T. Hayes,2022-06-09,,trade_secret_misappropriation,biotech,plaintiff,Vance & Webb,"David Vance",Priya Natarajan,summary_judgment,pending,30455618,2172180,denied,granted_in_part,portfolio_risk_signals,false,
C-2022-1008,1:22-cv-1008,W.D. Wash.,federal,Hon. Megan L. Chu,2022-03-20,,trade_secret_misappropriation,streaming_media,plaintiff,Hartley King & Cole,"Julia Hartley",Priya Natarajan,trial_verdict,them,122849055,0,granted_in_part,denied,lookalike_model_features,false,
C-2022-1009,1:22-cv-1009,S.D. Tex.,federal,Hon. Carlos M. Ortiz,2022-12-04,,trade_secret_misappropriation,oilfield_services,plaintiff,Vance & Webb,"David Vance",Priya Natarajan,settlement,mixed,77145733,5967596,denied,granted_in_part,lookalike_model_features,false,
C-2022-1010,1:22-cv-1010,E.D. Tex.,federal,Hon. Carlos M. Ortiz,2022-10-01,,trade_secret_misappropriation,enterprise_software,plaintiff,Ridgeway & Stone,"Peter Ridgeway",Michael Lee,trial_verdict,them,147959788,0,granted,granted,source_code; customer_segments,false,
C-2022-1011,1:22-cv-1011,N.D. Cal.,federal,Hon. Rebecca L. Ames,2022-03-03,,trade_secret_misappropriation,logistics,plaintiff,Ridgeway & Stone,"Peter Ridgeway",Michael Lee,trial_verdict,them,106423154,0,denied,granted,lookalike_model_features,false,
C-2022-1012,1:22-cv-1012,D. Del.,federal,Hon. Samuel J. Kerr,2022-03-18,,trade_secret_misappropriation,financial_analytics,plaintiff,Merritt Shaw LLP,"Sarah Merritt",Michael Lee,pretrial_dismissal,pending,59889546,7477402,granted_in_part,denied,risk_stratification_models,false,
C-2022-1013,1:22-cv-1013,S.D.N.Y.,federal,Hon. Angela P. Rivera,2022-10-06,,trade_secret_misappropriation,healthcare_analytics,plaintiff,Brighton & Cole,"Mark Hastings",Michael Lee,settlement,pending,97383390,7101258,granted,granted,content_recommendation_models,false,
C-2022-1014,1:22-cv-1014,N.D. Ill.,federal,Hon. Lisa K. Monroe,2022-02-01,,trade_secret_misappropriation,enterprise_software,plaintiff,Donovan Grant LLP,"Claire Donovan; Oliver Grant",Daniel Cho,trial_verdict,them,40737447,0,granted,granted_in_part,autoscaling_strategies,true,reversed
C-2022-1015,1:22-cv-1015,C.D. Cal.,federal,Hon. Evelyn S. Park,2022-10-25,2025-04-09,trade_secret_misappropriation,cloud_infrastructure,plaintiff,Donovan Grant LLP,"Claire Donovan; Oliver Grant",Priya Natarajan,summary_judgment,them,80540726,0,granted,denied,usage_analytics_schema,true,partially_reversed
C-2022-1016,1:22-cv-1016,D. Mass.,federal,Hon. Robert T. Hayes,2022-07-17,2024-03-21,trade_secret_misappropriation,biotech,plaintiff,Vance & Webb,"David Vance",Daniel Cho,summary_judgment,mixed,73634909,2615470,denied,denied,autoscaling_strategies,true,appeal_pending
C-2022-1017,1:22-cv-1017,W.D. Wash.,federal,Hon. Megan L. Chu,2022-05-19,2026-12-16,trade_secret_misappropriation,semiconductors,plaintiff,Ridgeway & Stone,"Peter Ridgeway",Daniel Cho,pretrial_dismissal,mixed,73972357,3897274,granted_in_part,granted,autoscaling_strategies,false,
C-2022-1018,1:22-cv-1018,S.D. Tex.,federal,Hon. Carlos M. Ortiz,2022-09-01,2024-08-04,trade_secret_misappropriation,logistics,plaintiff,Brighton & Cole,"Mark Hastings",Priya Natarajan,summary_judgment,pending,69390833,8702043,granted_in_part,denied,usage_analytics_schema,false,
C-2022-1019,1:22-cv-1019,E.D. Tex.,federal,Hon. Carlos M. Ortiz,2022-06-06,2025-08-25,trade_secret_misappropriation,logistics,plaintiff,Merritt Shaw LLP,"Sarah Merritt",Daniel Cho,trial_verdict,pending,142702813,21956368,granted_in_part,denied,source_code; customer_segments,false,
C-2023-1000,1:23-cv-1000,N.D. Cal.,federal,Hon. Rebecca L. Ames,2023-01-25,,trade_secret_misappropriation,healthcare_analytics,plaintiff,Vance & Webb,"David Vance",Priya Natarajan,pretrial_dismissal,them,90587639,0,granted_in_part,granted,routing_optimization_engine,false,
C-2023-1001,1:23-cv-1001,D. Del.,federal,Hon. Samuel J. Kerr,2023-10-20,,trade_secret_misappropriation,enterprise_software,plaintiff,Ridgeway & Stone,"Peter Ridgeway",Michael Lee,pretrial_dismissal,them,110043882,0,granted,granted_in_part,personalization_models,true,partially_reversed
C-2023-1002,1:23-cv-1002,S.D.N.Y.,federal,Hon. Angela P. Rivera,2023-07-13,2026-05-08,trade_secret_misappropriation,cloud_infrastructure,plaintiff,Ridgeway & Stone,"Peter Ridgeway",Daniel Cho,summary_judgment,mixed,48369597,6242213,granted_in_part,granted_in_part,autoscaling_strategies,false,
C-2023-1003,1:23-cv-1003,N.D. Ill.,federal,Hon. Lisa K. Monroe,2023-03-11,2026-09-06,trade_secret_misappropriation,financial_analytics,plaintiff,Hartley King & Cole,"Julia Hartley",Priya Natarajan,pretrial_dismissal,us,92010900,23213925,granted,denied,lookalike_model_features,true,reversed
C-2023-1004,1:23-cv-1004,C.D. Cal.,federal,Hon. Evelyn S. Park,2023-08-07,2026-09-07,trade_secret_misappropriation,semiconductors,plaintiff,Vance & Webb,"David Vance",Daniel Cho,settlement,pending,67506181,726910,granted_in_part,denied,autoscaling_strategies,true,affirmed
C-2023-1005,1:23-cv-1005,D. Mass.,federal,Hon. Robert T. Hayes,2023-02-09,2027-08-14,trade_secret_misappropriation,developer_tools,plaintiff,Ridgeway & Stone,"Peter Ridgeway",Michael Lee,pretrial_dismissal,mixed,129242725,1970336,denied,denied,personalization_models,true,affirmed
C-2023-1006,1:23-cv-1006,W.D. Wash.,federal,Hon. Megan L. Chu,2023-05-18,,trade_secret_misappropriation,developer_tools,plaintiff,Vance & Webb,"David Vance",Daniel Cho,settlement,pending,134454227,3008786,denied,granted_in_part,personalization_models,false,
C-2023-1007,1:23-cv-1007,S.D. Tex.,federal,Hon. Carlos M. Ortiz,2023-01-28,,trade_secret_misappropriation,semiconductors,plaintiff,Merritt Shaw LLP,"Sarah Merritt",Daniel Cho,trial_verdict,mixed,88862894,677696,granted_in_part,denied,autoscaling_strategies,true,
C-2023-1008,1:23-cv-1008,E.D. Tex.,federal,Hon. Carlos M. Ortiz,2023-10-28,2025-10-20,trade_secret_misappropriation,oilfield_services,plaintiff,Merritt Shaw LLP,"Sarah Merritt",Daniel Cho,settlement,them,91298849,0,granted,denied,manufacturing_process_controls,false,
C-2023-1009,1:23-cv-1009,N.D. Cal.,federal,Hon. Rebecca L. Ames,2023-04-09,2026-03-24,trade_secret_misappropriation,cloud_infrastructure,plaintiff,Ridgeway & Stone,"Peter Ridgeway",Michael Lee,summary_judgment,mixed,102706377,13655168,denied,denied,routing_optimization_engine,false,
C-2023-1010,1:23-cv-1010,D. Del.,federal,Hon. Samuel J. Kerr,2023-09-22,2025-12-09,trade_secret_misappropriation,enterprise_software,plaintiff,Brighton & Cole,"Mark Hastings",Daniel Cho,summary_judgment,mixed,30947230,1737549,denied,denied,usage_analytics_schema,false,
C-2023-1011,1:23-cv-1011,S.D.N.Y.,federal,Hon. Angela P. Rivera,2023-08-18,2026-04-22,trade_secret_misappropriation,cloud_infrastructure,plaintiff,Vance & Webb,"David Vance",Priya Natarajan,settlement,pending,43408518,3882963,granted_in_part,granted,routing_optimization_engine,false,
C-2023-1012,1:23-cv-1012,N.D. Ill.,federal,Hon. Lisa K. Monroe,2023-02-12,2026-09-19,trade_secret_misappropriation,healthcare_analytics,plaintiff,Vance & Webb,"David Vance",Priya Natarajan,settlement,them,57946542,0,granted_in_part,granted,content_recommendation_models,true,partially_reversed
C-2023-1013,1:23-cv-1013,C.D. Cal.,federal,Hon. Evelyn S. Park,2023-09-28,2026-03-14,trade_secret_misappropriation,healthcare_analytics,plaintiff,Brighton & Cole,"Mark Hastings",Daniel Cho,summary_judgment,them,55111049,0,granted_in_part,denied,manufacturing_process_controls,true,reversed
C-2023-1014,1:23-cv-1014,D. Mass.,federal,Hon. Robert T. Hayes,2023-12-24,2025-12-23,trade_secret_misappropriation,logistics,plaintiff,Hartley King & Cole,"Julia Hartley",Michael Lee,trial_verdict,them,92623273,0,granted,granted_in_part,risk_stratification_models,false,
C-2023-1015,1:23-cv-1015,W.D. Wash.,federal,Hon. Megan L. Chu,2023-04-13,,trade_secret_misappropriation,adtech,plaintiff,Vance & Webb,"David Vance",Priya Natarajan,trial_verdict,pending,33095587,3913829,granted_in_part,granted_in_part,personalization_models,false,
C-2023-1016,1:23-cv-1016,S.D. Tex.,federal,Hon. Carlos M. Ortiz,2023-02-20,2025-09-07,trade_secret_misappropriation,adtech,plaintiff,Brighton & Cole,"Mark Hastings",Michael Lee,summary_judgment,them,90549706,0,granted,denied,content_recommendation_models,true,settled_without_admission
C-2023-1017,1:23-cv-1017,E.D. Tex.,federal,Hon. Carlos M. Ortiz,2023-09-19,2027-07-20,trade_secret_misappropriation,financial_analytics,plaintiff,Brighton & Cole,"Mark Hastings",Michael Lee,pretrial_dismissal,mixed,73002256,10114356,granted_in_part,granted_in_part,content_recommendation_models,false,
C-2023-1018,1:23-cv-1018,N.D. Cal.,federal,Hon. Rebecca L. Ames,2023-04-15,2027-04-27,trade_secret_misappropriation,healthcare_analytics,plaintiff,Hartley King & Cole,"Julia Hartley",Michael Lee,summary_judgment,them,20941774,0,granted,granted,source_code; customer_segments,true,reversed
C-2023-1019,1:23-cv-1019,D. Del.,federal,Hon. Samuel J. Kerr,2023-12-24,,trade_secret_misappropriation,streaming_media,plaintiff,Merritt Shaw LLP,"Sarah Merritt",Priya Natarajan,trial_verdict,mixed,140429875,27737007,granted_in_part,denied,usage_analytics_schema,false,
C-2024-1000,1:24-cv-1000,S.D.N.Y.,federal,Hon. Angela P. Rivera,2024-03-14,,trade_secret_misappropriation,semiconductors,plaintiff,Vance & Webb,"David Vance",Daniel Cho,pretrial_dismissal,us,52221764,17354349,granted,denied,content_recommendation_models,false,
C-2024-1001,1:24-cv-1001,N.D. Ill.,federal,Hon. Lisa K. Monroe,2024-09-11,2028-02-12,trade_secret_misappropriation,cloud_infrastructure,plaintiff,Hartley King & Cole,"Julia Hartley",Daniel Cho,summary_judgment,them,141288874,0,granted,granted_in_part,manufacturing_process_controls,false,
C-2024-1002,1:24-cv-1002,C.D. Cal.,federal,Hon. Evelyn S. Park,2024-01-05,2027-11-22,trade_secret_misappropriation,streaming_media,plaintiff,Vance & Webb,"David Vance",Daniel Cho,pretrial_dismissal,them,40812115,0,granted,denied,risk_stratification_models,false,
C-2024-1003,1:24-cv-1003,D. Mass.,federal,Hon. Robert T. Hayes,2024-02-06,2028-07-06,trade_secret_misappropriation,oilfield_services,plaintiff,Merritt Shaw LLP,"Sarah Merritt",Priya Natarajan,settlement,us,132613114,5723245,granted,granted_in_part,content_recommendation_models,false,
C-2024-1004,1:24-cv-1004,W.D. Wash.,federal,Hon. Megan L. Chu,2024-04-17,2028-11-26,trade_secret_misappropriation,semiconductors,plaintiff,Vance & Webb,"David Vance",Michael Lee,pretrial_dismissal,us,99100576,19657647,granted,granted_in_part,personalization_models,true,remanded_for_settlement_approval
C-2024-1005,1:24-cv-1005,S.D. Tex.,federal,Hon. Carlos M. Ortiz,2024-02-22,,trade_secret_misappropriation,adtech,plaintiff,Vance & Webb,"David Vance",Michael Lee,pretrial_dismissal,them,147256552,0,granted_in_part,granted_in_part,lookalike_model_features,true,affirmed
C-2024-1006,1:24-cv-1006,E.D. Tex.,federal,Hon. Carlos M. Ortiz,2024-11-05,,trade_secret_misappropriation,healthcare_analytics,plaintiff,Brighton & Cole,"Mark Hastings",Daniel Cho,trial_verdict,them,128803908,0,denied,granted,routing_optimization_engine,true,remanded_for_settlement_approval
C-2024-1007,1:24-cv-1007,N.D. Cal.,federal,Hon. Rebecca L. Ames,2024-01-23,2027-01-12,trade_secret_misappropriation,financial_analytics,plaintiff,Ridgeway & Stone,"Peter Ridgeway",Priya Natarajan,pretrial_dismissal,mixed,64675337,4974185,granted,denied,risk_stratification_models,false,
C-2024-1008,1:24-cv-1008,D. Del.,federal,Hon. Samuel J. Kerr,2024-04-28,2027-06-28,trade_secret_misappropriation,financial_analytics,plaintiff,Hartley King & Cole,"Julia Hartley",Michael Lee,pretrial_dismissal,mixed,21433642,1083556,granted_in_part,granted_in_part,routing_optimization_engine,false,
C-2024-1009,1:24-cv-1009,S.D.N.Y.,federal,Hon. Angela P. Rivera,2024-04-10,2028-11-09,trade_secret_misappropriation,developer_tools,plaintiff,Vance & Webb,"David Vance",Daniel Cho,settlement,mixed,51796235,2431991,denied,granted,risk_stratification_models,false,
C-2024-1010,1:24-cv-1010,N.D. Ill.,federal,Hon. Lisa K. Monroe,2024-11-25,,trade_secret_misappropriation,biotech,plaintiff,Hartley King & Cole,"Julia Hartley",Daniel Cho,pretrial_dismissal,pending,88503697,17366359,granted_in_part,granted_in_part,source_code; customer_segments,true,settled_without_admission
C-2024-1011,1:24-cv-1011,C.D. Cal.,federal,Hon. Evelyn S. Park,2024-04-16,,trade_secret_misappropriation,streaming_media,plaintiff,Donovan Grant LLP,"Claire Donovan; Oliver Grant",Michael Lee,summary_judgment,them,55532694,0,granted,granted_in_part,pricing_signals_engine,true,
C-2024-1012,1:24-cv-1012,D. Mass.,federal,Hon. Robert T. Hayes,2024-01-14,2028-12-07,trade_secret_misappropriation,semiconductors,plaintiff,Brighton & Cole,"Mark Hastings",Priya Natarajan,summary_judgment,pending,64348696,4193691,granted_in_part,denied,lookalike_model_features,false,
C-2024-1013,1:24-cv-1013,W.D. Wash.,federal,Hon. Megan L. Chu,2024-11-27,2027-07-12,trade_secret_misappropriation,biotech,plaintiff,Vance & Webb,"David Vance",Priya Natarajan,trial_verdict,us,98393604,4396246,granted_in_part,granted,routing_optimization_engine,true,settled_without_admission
C-2024-1014,1:24-cv-1014,S.D. Tex.,federal,Hon. Carlos M. Ortiz,2024-08-08,2028-02-14,trade_secret_misappropriation,streaming_media,plaintiff,Ridgeway & Stone,"Peter Ridgeway",Daniel Cho,summary_judgment,mixed,27689119,4419450,granted,granted,lookalike_model_features,true,appeal_pending
C-2024-1015,1:24-cv-1015,E.D. Tex.,federal,Hon. Carlos M. Ortiz,2024-02-11,,trade_secret_misappropriation,cloud_infrastructure,plaintiff,Vance & Webb,"David Vance",Michael Lee,summary_judgment,them,80711337,0,granted,granted_in_part,source_code; customer_segments,false,
C-2024-1016,1:24-cv-1016,N.D. Cal.,federal,Hon. Rebecca L. Ames,2024-01-04,2027-12-07,trade_secret_misappropriation,biotech,plaintiff,Hartley King & Cole,"Julia Hartley",Michael Lee,settlement,us,61938956,18279054,denied,denied,risk_stratification_models,false,
C-2024-1017,1:24-cv-1017,D. Del.,federal,Hon. Samuel J. Kerr,2024-03-15,2027-05-27,trade_secret_misappropriation,semiconductors,plaintiff,Vance & Webb,"David Vance",Michael Lee,pretrial_dismissal,them,113184618,0,granted_in_part,granted_in_part,lookalike_model_features,true,partially_reversed
C-2024-1018,1:24-cv-1018,S.D.N.Y.,federal,Hon. Angela P. Rivera,2024-02-21,,trade_secret_misappropriation,semiconductors,plaintiff,Brighton & Cole,"Mark Hastings",Michael Lee,pretrial_dismissal,mixed,48005900,8467105,denied,granted,pricing_signals_engine,false,
C-2024-1019,1:24-cv-1019,N.D. Ill.,federal,Hon. Lisa K. Monroe,2024-10-14,,trade_secret_misappropriation,healthcare_analytics,plaintiff,Hartley King & Cole,"Julia Hartley",Priya Natarajan,settlement,them,100862653,0,granted,granted_in_part,source_code; customer_segments,true,appeal_pending
